chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100087	4	0.022	non-DMR
chr1	105529	106548	45	-0.305	good-DMR
chr1	108342	109268	5	-0.06	non-DMR
chr1	110448	111028	4	0.085	non-DMR
chr1	113107	113553	4	-0.08	non-DMR
chr1	117285	118094	4	0.064	non-DMR
chr1	119945	120842	4	-0.043	non-DMR
chr1	123730	123801	4	-0.093	non-DMR
chr1	126243	126308	4	0.094	non-DMR
chr1	127762	127796	4	0.045	non-DMR
chr1	134931	134981	4	0.029	non-DMR
chr1	137618	137699	4	0.07	non-DMR
chr1	140055	140982	5	-0.059	non-DMR
chr1	141546	142349	5	-0.182	inconsistent-DMR
chr1	145797	145852	4	0.083	non-DMR
chr1	147561	148439	5	0.303	good-DMR
chr1	149864	150985	6	0.294	good-DMR
chr1	151939	152055	4	0.059	non-DMR
chr1	164255	164789	4	-0.01	non-DMR
chr1	166212	167248	5	-0.29	good-DMR
chr1	170761	171621	35	0.288	notable-DMR
chr1	173466	174481	45	0.24	good-DMR
chr1	176254	177250	5	0.336	good-DMR
chr1	180212	181120	7	0.017	non-DMR
chr1	185347	186374	6	0.316	good-DMR
chr1	191500	191550	4	-0.023	non-DMR
chr1	193843	194809	6	0.318	good-DMR
chr1	195780	195916	4	-0.074	non-DMR
chr1	199341	200303	4	-0.011	non-DMR
chr1	203821	204775	4	-0.032	non-DMR
chr1	210117	210914	4	-0.017	non-DMR
chr1	214593	214728	4	-0.049	non-DMR
chr1	216543	217677	6	0.007	non-DMR
chr1	218705	219752	5	0.043	non-DMR
chr1	223123	223220	4	0.022	non-DMR
chr1	224692	225462	4	0.028	non-DMR
chr1	226306	226373	4	0.055	non-DMR
chr1	238070	238859	5	0.067	inconsistent-DMR
chr1	240313	241260	5	-0.086	non-DMR
chr1	241877	242686	4	-0.06	non-DMR
chr1	244543	245250	3	-0.056	non-DMR
chr1	250740	250842	4	-0.023	non-DMR
chr1	253573	254441	4	-0.02	non-DMR
chr1	255285	256221	4	-0.027	non-DMR
chr1	257854	258529	4	0.008	non-DMR
chr1	260046	260984	6	0.028	non-DMR
chr1	267653	267732	4	-0.01	non-DMR
chr1	270499	271388	6	-0.056	non-DMR
chr1	276598	276658	4	0.009	non-DMR
chr1	278982	280077	6	0.222	good-DMR
chr1	283498	284392	4	0.078	non-DMR
chr1	286298	286377	4	-0.03	non-DMR
chr1	288932	289708	4	-0.092	non-DMR
chr1	293937	294001	4	-0.041	non-DMR
chr1	295796	296629	4	0.069	non-DMR
chr1	300038	300132	4	0.014	non-DMR
chr1	302848	302904	4	0.045	non-DMR
chr1	304855	304978	4	0.074	non-DMR
chr1	307364	308402	47	0.211	good-DMR
chr1	309840	310952	6	-0.069	non-DMR
chr1	321573	322211	4	0.018	non-DMR
chr1	324456	325310	4	0.04	non-DMR
chr1	327236	327286	4	-0.01	non-DMR
chr1	328937	329668	4	-0.01	non-DMR
chr1	331433	331546	4	-0.035	non-DMR
chr1	333415	334386	5	0.274	good-DMR
chr1	335297	336281	6	0.003	non-DMR
chr1	337577	338582	7	0.279	good-DMR
chr1	340310	341054	4	0.062	non-DMR
chr1	345256	346331	5	0.224	good-DMR
chr1	349653	350669	6	0.23	good-DMR
chr1	354527	355531	6	0.004	non-DMR
chr1	359672	359736	4	-0.012	non-DMR
chr1	361407	362426	44	0.205	good-DMR
chr1	367913	368494	4	-0.029	non-DMR
chr1	370622	371232	4	-0.054	non-DMR
chr1	372445	373287	4	-0.025	non-DMR
chr1	374673	375702	5	0.05	non-DMR
chr1	376677	377625	8	0.248	good-DMR
chr1	378865	380116	7	0.026	non-DMR
chr1	383730	384222	4	0.044	non-DMR
chr1	385981	386882	31	0.275	good-DMR
chr1	389571	389661	4	0.03	non-DMR
chr1	394443	395337	4	0.015	non-DMR
chr1	399222	400297	5	0.07	non-DMR
chr1	404491	405412	5	0.303	good-DMR
chr1	406007	406867	5	0.215	good-DMR
chr1	408658	409395	5	-0.01	non-DMR
chr1	411251	411324	4	-0.056	non-DMR
chr1	414349	415224	4	0.048	non-DMR
chr1	416842	416984	4	-0.045	non-DMR
chr1	419848	420843	5	0.271	notable-DMR
chr1	421679	421747	4	0.065	non-DMR
chr1	424246	425159	4	0.043	non-DMR
chr1	426766	426835	4	0.052	non-DMR
chr1	429360	429467	4	-0.07	non-DMR
chr1	431129	432026	6	0.246	good-DMR
chr1	433397	433430	4	0.002	non-DMR
chr1	435073	436082	6	0.249	good-DMR
chr1	437808	437887	4	0.028	non-DMR
chr1	439830	440252	4	-0.041	non-DMR
chr1	446510	446570	4	0.054	non-DMR
chr1	453780	454191	4	-0.043	non-DMR
chr1	458539	459621	6	0.336	good-DMR
chr1	468367	469299	7	-0.206	good-DMR
chr1	470743	471709	6	-0.033	non-DMR
chr1	478449	479375	4	-0.015	non-DMR
chr1	480182	480895	4	-0.061	non-DMR
chr1	483814	484329	4	-0.01	non-DMR
chr1	485729	486396	4	0.019	non-DMR
chr1	487920	488760	4	0.055	non-DMR
chr1	491340	492155	5	0.241	good-DMR
chr1	495858	496758	4	-0.039	non-DMR
chr1	497569	498500	4	0.051	non-DMR
chr1	499180	500101	4	0.019	non-DMR
chr1	502922	503673	4	-0.011	non-DMR
chr1	508148	509098	4	-0.003	non-DMR
chr1	509913	510815	30	0.242	good-DMR
chr1	511468	512391	4	-0.056	non-DMR
chr1	513273	514252	4	0.086	non-DMR
chr1	515325	516290	5	0.363	good-DMR
chr1	518162	518256	4	0.037	non-DMR
chr1	520468	521104	4	-0.1	non-DMR
chr1	525910	526761	4	0.042	non-DMR
chr1	528079	528902	36	0.314	good-DMR
chr1	529455	530272	4	0.067	non-DMR
chr1	531998	532962	4	-0.043	non-DMR
chr1	534217	535103	4	0.009	non-DMR
chr1	539152	539841	4	0.007	non-DMR
chr1	541181	542111	6	0.228	good-DMR
chr1	547065	547906	5	-0.091	non-DMR
chr1	551837	552820	5	0.151	good-DMR
chr1	557123	558026	5	-0.078	non-DMR
chr1	559004	559780	4	0.021	non-DMR
chr1	560793	560849	4	0.051	non-DMR
chr1	562957	563844	7	0.013	non-DMR
chr1	565464	565941	4	-0.04	non-DMR
chr1	567129	567954	4	0.077	non-DMR
chr1	570129	570967	6	-0.231	good-DMR
chr1	574405	575471	4	0.036	non-DMR
chr1	578815	579662	4	-0.036	non-DMR
