chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100087	4	0.022	non-DMR
chr1	105529	106548	45	-0.305	good-DMR
chr1	108342	109268	5	-0.06	non-DMR
chr1	110448	111028	4	0.085	non-DMR
chr1	113107	113553	4	-0.08	non-DMR
chr1	117285	118094	4	0.064	non-DMR
chr1	119945	120842	4	-0.043	non-DMR
chr1	123730	123801	4	-0.093	non-DMR
chr1	126243	126308	4	0.094	non-DMR
chr1	127762	127796	4	0.045	non-DMR
chr1	134931	134981	4	0.029	non-DMR
chr1	137618	137699	4	0.07	non-DMR
chr1	140055	140982	5	-0.059	non-DMR
chr1	141546	142349	5	-0.265	good-DMR
chr1	145797	145852	4	0.083	non-DMR
chr1	147561	148439	5	0.303	good-DMR
chr1	149864	150985	6	0.294	good-DMR
chr1	151939	152055	4	0.059	non-DMR
chr1	164255	164789	4	-0.01	non-DMR
chr1	166212	167248	5	-0.29	good-DMR
chr1	170761	171621	35	0.288	notable-DMR
chr1	173466	174481	45	0.24	good-DMR
chr1	176254	177105	4	-0.008	non-DMR
chr1	178670	179565	5	0.215	good-DMR
chr1	181362	181410	4	-0.009	non-DMR
chr1	184126	184203	4	-0.048	non-DMR
chr1	189759	190673	5	-0.008	non-DMR
chr1	191409	191506	4	0.008	non-DMR
chr1	193768	194593	4	-0.055	non-DMR
chr1	196005	196120	4	-0.044	non-DMR
chr1	197686	198447	5	-0.256	good-DMR
chr1	198981	199903	5	0.279	good-DMR
chr1	201210	201290	4	0.04	non-DMR
chr1	212612	212671	4	0.017	non-DMR
chr1	217098	218035	4	0.096	non-DMR
chr1	220015	220117	4	-0.022	non-DMR
chr1	224001	224932	4	0.037	non-DMR
chr1	240185	241115	4	0.033	non-DMR
chr1	241976	242955	4	0.011	non-DMR
chr1	245998	246859	6	-0.09	non-DMR
chr1	252710	253308	4	0.081	non-DMR
chr1	255469	256525	4	0.027	non-DMR
chr1	258472	259570	6	0.007	non-DMR
chr1	260627	261305	4	0.024	non-DMR
chr1	262666	263694	4	-0.006	non-DMR
chr1	264255	265227	4	-0.011	non-DMR
chr1	266596	266713	4	0.04	non-DMR
chr1	269417	270341	6	0.207	good-DMR
chr1	271271	271332	4	-0.032	non-DMR
chr1	276139	276238	4	-0.004	non-DMR
chr1	277959	278031	4	-0.063	non-DMR
chr1	285124	286249	8	0.288	good-DMR
chr1	286872	287784	6	0.043	non-DMR
chr1	289426	290592	47	0.321	good-DMR
chr1	292046	293026	3	0.034	non-DMR
chr1	300585	301420	7	-0.018	non-DMR
chr1	309412	310384	39	-0.297	good-DMR
chr1	321271	322312	6	0.268	good-DMR
chr1	326295	326375	4	0.017	non-DMR
chr1	328814	329864	5	0.182	good-DMR
chr1	335806	335889	4	0.054	non-DMR
chr1	343125	343214	4	0.02	non-DMR
chr1	347214	348202	6	0.254	good-DMR
chr1	349027	349122	4	-0.017	non-DMR
chr1	350807	351740	5	-0.199	good-DMR
chr1	352938	353863	6	-0.006	non-DMR
chr1	354773	355866	6	-0.04	non-DMR
chr1	357049	358032	7	0.042	non-DMR
chr1	361502	361574	4	-0.054	non-DMR
chr1	373313	373726	4	-0.069	non-DMR
chr1	375744	376934	47	0.248	good-DMR
chr1	378544	379651	5	0.043	non-DMR
chr1	382838	382954	4	-0.019	non-DMR
chr1	388264	389359	6	-0.288	good-DMR
chr1	393022	393971	4	-0.026	non-DMR
chr1	396893	397848	4	0.025	non-DMR
chr1	398505	399434	5	0.045	non-DMR
chr1	400178	400222	4	0.071	non-DMR
chr1	403202	403262	4	0.025	non-DMR
chr1	405183	405281	4	0.055	non-DMR
chr1	407005	407914	34	0.231	good-DMR
chr1	409262	410324	6	0.495	good-DMR
chr1	411185	412048	3	0.076	non-DMR
chr1	413017	413700	4	-0.072	non-DMR
chr1	414723	415721	6	0.295	notable-DMR
chr1	422496	422568	4	0.058	non-DMR
chr1	424588	424647	4	-0.03	non-DMR
chr1	428916	428993	4	0.006	non-DMR
chr1	431163	431242	4	0.068	non-DMR
chr1	435993	436964	3	-0.029	non-DMR
chr1	440894	441789	6	-0.04	non-DMR
chr1	443206	443284	4	-0.043	non-DMR
chr1	447672	448400	4	-0.014	non-DMR
chr1	449635	450321	4	-0.02	non-DMR
chr1	454209	454295	4	-0.051	non-DMR
chr1	456299	456670	4	-0.096	non-DMR
chr1	461963	462013	4	0.042	non-DMR
chr1	467129	468141	5	-0.02	non-DMR
chr1	469705	470445	4	0.054	non-DMR
chr1	473254	473334	4	0.093	non-DMR
chr1	477934	477983	4	-0.069	non-DMR
chr1	480824	481770	4	-0.067	non-DMR
chr1	485453	485574	4	-0.014	non-DMR
chr1	487616	488099	4	-0.088	non-DMR
chr1	490639	491598	6	0.042	non-DMR
chr1	493260	494228	5	0.137	good-DMR
chr1	502179	502952	4	-0.09	non-DMR
chr1	504767	505774	6	0.266	good-DMR
chr1	513969	514921	39	0.302	good-DMR
chr1	518768	519805	7	0.208	good-DMR
chr1	522921	523890	7	-0.062	non-DMR
chr1	530815	531840	6	0.024	non-DMR
chr1	533647	534384	4	0.014	non-DMR
chr1	535357	536421	7	0.15	good-DMR
chr1	536983	537964	6	0.036	non-DMR
chr1	539687	540746	7	0.004	non-DMR
chr1	544738	545857	7	0.197	good-DMR
chr1	550493	551031	4	-0.055	non-DMR
chr1	553394	553485	4	0.019	non-DMR
chr1	555804	556627	4	0.007	non-DMR
chr1	558207	558863	4	0.005	non-DMR
chr1	560627	560698	4	0.066	non-DMR
chr1	562654	562740	4	-0.047	non-DMR
chr1	567504	568619	7	-0.046	non-DMR
chr1	570451	571277	7	-0.041	non-DMR
chr1	577018	577910	5	0.239	good-DMR
chr1	581017	581105	4	0.047	non-DMR
chr1	582962	583708	4	-0.074	non-DMR
chr1	584604	584673	4	0.06	non-DMR
chr1	592501	593654	7	-0.369	good-DMR
chr1	596983	597937	4	0.023	non-DMR
chr1	603785	604691	5	-0.041	non-DMR
chr1	608501	608554	4	0.006	non-DMR
chr1	614651	615758	5	0.024	non-DMR
chr1	616811	617507	4	0.038	non-DMR
chr1	619521	620681	7	0.299	good-DMR
chr1	623802	623889	4	-0.045	non-DMR
chr1	627494	628496	37	-0.199	good-DMR
chr1	638924	639875	6	-0.211	good-DMR
chr1	641964	643026	4	-0.024	non-DMR
chr1	644406	645104	4	-0.017	non-DMR
